Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Validations,Chrome 129.0.0.0,,,26-09-2024 08:37:43,26-09-2024 08:38:44,1m - 1.171s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC1_PrevalidationsAndConf,Chrome 129.0.0.0,,,26-09-2024 08:37:43,26-09-2024 08:38:11,28.321s,PASSED
try,Chrome 129.0.0.0,,,26-09-2024 08:37:44,26-09-2024 08:38:07,22.708s,PASSED
catch (Exception e),Chrome 129.0.0.0,,,26-09-2024 08:38:07,26-09-2024 08:38:07,0.071s,PASSED
Finally,Chrome 129.0.0.0,,,26-09-2024 08:38:07,26-09-2024 08:38:09,2.141s,PASSED
Video,Chrome 129.0.0.0,,,26-09-2024 08:38:11,26-09-2024 08:38:11,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC2_PrevalidationsByCtryOrCurr,Chrome 129.0.0.0,,,26-09-2024 08:38:11,26-09-2024 08:38:44,32.704s,PASSED
try,Chrome 129.0.0.0,,,26-09-2024 08:38:11,26-09-2024 08:38:40,28.288s,PASSED
Finally,Chrome 129.0.0.0,,,26-09-2024 08:38:40,26-09-2024 08:38:42,2.153s,PASSED
Video,Chrome 129.0.0.0,,,26-09-2024 08:38:44,26-09-2024 08:38:44,0.000s,PASSED
