Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Payment,Chrome 129.0.0.0,,,04-10-2024 10:14:17,04-10-2024 10:16:21,2m - 4.098s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Payments/TC2_Payment_CapturePayment,Chrome 129.0.0.0,,,04-10-2024 10:14:17,04-10-2024 10:15:18,1m - 0.563s,PASSED
utils.openBrowserAndNavigateToPMT(),Chrome 129.0.0.0,,,04-10-2024 10:14:26,04-10-2024 10:14:43,16.492s,PASSED
try,Chrome 129.0.0.0,,,04-10-2024 10:14:43,04-10-2024 10:15:13,30.121s,FAILED
catch (Exception e),Chrome 129.0.0.0,,,04-10-2024 10:15:13,04-10-2024 10:15:13,0.256s,PASSED
Finally,Chrome 129.0.0.0,,,04-10-2024 10:15:13,04-10-2024 10:15:15,2.345s,PASSED
Video,Chrome 129.0.0.0,,,04-10-2024 10:15:18,04-10-2024 10:15:18,0.002s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Payments/TC1_Payment_AuthorizePayment,Chrome 129.0.0.0,,,04-10-2024 10:15:18,04-10-2024 10:16:21,1m - 3.118s,PASSED
utils.openBrowserAndNavigateToPMT(),Chrome 129.0.0.0,,,04-10-2024 10:15:19,04-10-2024 10:15:46,27.106s,PASSED
try,Chrome 129.0.0.0,,,04-10-2024 10:15:46,04-10-2024 10:16:16,30.247s,FAILED
catch (Exception e),Chrome 129.0.0.0,,,04-10-2024 10:16:16,04-10-2024 10:16:16,0.011s,PASSED
Finally,Chrome 129.0.0.0,,,04-10-2024 10:16:16,04-10-2024 10:16:19,2.258s,PASSED
Video,Chrome 129.0.0.0,,,04-10-2024 10:16:21,04-10-2024 10:16:21,0.001s,PASSED
