Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallets,Chrome 131.0.0.0,,,21-01-2025 09:26:42,21-01-2025 09:28:41,1m - 59.889s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC3_Wallet_Update,Chrome 131.0.0.0,,,21-01-2025 09:26:42,21-01-2025 09:27:19,37.749s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 09:26:45,21-01-2025 09:27:14,28.826s,PASSED
catch (AssertionError e),Chrome 131.0.0.0,,,21-01-2025 09:27:14,21-01-2025 09:27:15,1.035s,PASSED
Finally,Chrome 131.0.0.0,,,21-01-2025 09:27:15,21-01-2025 09:27:17,2.141s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 09:27:19,21-01-2025 09:27:19,0.000s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/Wallet_Get,Chrome 131.0.0.0,,,21-01-2025 09:27:20,21-01-2025 09:27:34,14.885s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 09:27:20,21-01-2025 09:27:30,10.582s,PASSED
Finally,Chrome 131.0.0.0,,,21-01-2025 09:27:30,21-01-2025 09:27:32,2.121s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 09:27:34,21-01-2025 09:27:34,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC2__Replace,Chrome 131.0.0.0,,,21-01-2025 09:27:34,21-01-2025 09:27:56,21.942s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 09:27:35,21-01-2025 09:27:52,17.411s,PASSED
catch (Exception e),Chrome 131.0.0.0,,,21-01-2025 09:27:52,21-01-2025 09:27:52,0.014s,PASSED
Finally,Chrome 131.0.0.0,,,21-01-2025 09:27:52,21-01-2025 09:27:54,2.130s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 09:27:56,21-01-2025 09:27:56,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC1_Wallet_Add,Chrome 131.0.0.0,,,21-01-2025 09:27:56,21-01-2025 09:28:15,19.085s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 09:27:57,21-01-2025 09:28:12,15.835s,PASSED
catch (AssertionError e),Chrome 131.0.0.0,,,21-01-2025 09:28:12,21-01-2025 09:28:13,0.931s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 09:28:15,21-01-2025 09:28:15,0.000s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC4_Wallet_Delete,Chrome 131.0.0.0,,,21-01-2025 09:28:15,21-01-2025 09:28:41,26.034s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 09:28:16,21-01-2025 09:28:36,20.684s,PASSED
catch (AssertionError e),Chrome 131.0.0.0,,,21-01-2025 09:28:36,21-01-2025 09:28:37,0.907s,PASSED
Finally,Chrome 131.0.0.0,,,21-01-2025 09:28:37,21-01-2025 09:28:39,2.150s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 09:28:41,21-01-2025 09:28:41,0.001s,PASSED
