Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Validations,Chrome 131.0.0.0,,,16-01-2025 12:29:55,16-01-2025 12:31:45,1m - 50.400s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC1_PrevalidationsAndConf,Chrome 131.0.0.0,,,16-01-2025 12:29:55,16-01-2025 12:31:10,1m - 15.284s,PASSED
try,Chrome 131.0.0.0,,,16-01-2025 12:30:01,16-01-2025 12:31:06,1m - 4.744s,PASSED
catch (Exception e),Chrome 131.0.0.0,,,16-01-2025 12:31:06,16-01-2025 12:31:06,0.043s,PASSED
Finally,Chrome 131.0.0.0,,,16-01-2025 12:31:06,16-01-2025 12:31:08,2.157s,PASSED
Video,Chrome 131.0.0.0,,,16-01-2025 12:31:10,16-01-2025 12:31:10,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC2_PrevalidationsByCtryOrCurr,Chrome 131.0.0.0,,,16-01-2025 12:31:10,16-01-2025 12:31:45,34.971s,PASSED
try,Chrome 131.0.0.0,,,16-01-2025 12:31:11,16-01-2025 12:31:41,30.514s,PASSED
Finally,Chrome 131.0.0.0,,,16-01-2025 12:31:41,16-01-2025 12:31:43,2.129s,PASSED
Video,Chrome 131.0.0.0,,,16-01-2025 12:31:45,16-01-2025 12:31:45,0.000s,PASSED
