Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
cardTokenization,Chrome 131.0.0.0,,,21-01-2025 14:09:59,21-01-2025 14:11:05,1m - 6.341s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/cardTokenization/TC2_CardTokenization_GenerateToken,Chrome 131.0.0.0,,,21-01-2025 14:09:59,21-01-2025 14:10:33,34.538s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 14:10:01,21-01-2025 14:10:29,28.544s,PASSED
Finally,Chrome 131.0.0.0,,,21-01-2025 14:10:29,21-01-2025 14:10:31,2.140s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 14:10:33,21-01-2025 14:10:33,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/cardTokenization/TC1_CardTokenization_EncryptedCard,Chrome 131.0.0.0,,,21-01-2025 14:10:33,21-01-2025 14:11:05,31.670s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 14:10:34,21-01-2025 14:11:01,27.326s,PASSED
Finally,Chrome 131.0.0.0,,,21-01-2025 14:11:01,21-01-2025 14:11:03,2.141s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 14:11:05,21-01-2025 14:11:05,0.000s,PASSED
