Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
cardTokenization,,,,16-09-2024 13:47:03,16-09-2024 13:47:23,19.803s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/cardTokenization/TC2_CardTokenization_GenerateToken,,,,16-09-2024 13:47:03,16-09-2024 13:47:19,15.671s,PASSED
try,,,,16-09-2024 13:47:04,16-09-2024 13:47:17,12.936s,FAILED
catch (Exception e),,,,16-09-2024 13:47:17,16-09-2024 13:47:17,0.074s,PASSED
Finally,,,,16-09-2024 13:47:17,16-09-2024 13:47:19,2.039s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/cardTokenization/TC1_CardTokenization_EncryptedCard,,,,16-09-2024 13:47:19,16-09-2024 13:47:23,3.993s,PASSED
try,,,,16-09-2024 13:47:19,16-09-2024 13:47:21,1.822s,FAILED
catch (Exception e),,,,16-09-2024 13:47:21,16-09-2024 13:47:21,0.006s,PASSED
Finally,,,,16-09-2024 13:47:21,16-09-2024 13:47:23,2.016s,PASSED
