Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Validations,Chrome 129.0.0.0,,,25-09-2024 15:43:35,25-09-2024 15:44:34,59.275s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC1_PrevalidationsAndConf,Chrome 129.0.0.0,,,25-09-2024 15:43:35,25-09-2024 15:44:02,27.104s,PASSED
try,Chrome 129.0.0.0,,,25-09-2024 15:43:36,25-09-2024 15:44:00,24.060s,PASSED
catch (Exception e),Chrome 129.0.0.0,,,25-09-2024 15:44:00,25-09-2024 15:44:00,0.071s,PASSED
Finally,Chrome 129.0.0.0,,,25-09-2024 15:44:00,25-09-2024 15:44:02,2.167s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC2_PrevalidationsByCtryOrCurr,Chrome 129.0.0.0,,,25-09-2024 15:44:02,25-09-2024 15:44:34,31.996s,PASSED
try,Chrome 129.0.0.0,,,25-09-2024 15:44:02,25-09-2024 15:44:32,29.572s,PASSED
Finally,Chrome 129.0.0.0,,,25-09-2024 15:44:32,25-09-2024 15:44:34,2.223s,PASSED
