Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
cardTokenization,Chrome 131.0.0.0,,,20-01-2025 13:46:25,20-01-2025 13:47:32,1m - 6.346s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/cardTokenization/TC2_CardTokenization_GenerateToken,Chrome 131.0.0.0,,,20-01-2025 13:46:25,20-01-2025 13:47:00,34.250s,PASSED
try,Chrome 131.0.0.0,,,20-01-2025 13:46:28,20-01-2025 13:46:55,27.525s,PASSED
Finally,Chrome 131.0.0.0,,,20-01-2025 13:46:55,20-01-2025 13:46:57,2.144s,PASSED
Video,Chrome 131.0.0.0,,,20-01-2025 13:47:00,20-01-2025 13:47:00,0.000s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/cardTokenization/TC1_CardTokenization_EncryptedCard,Chrome 131.0.0.0,,,20-01-2025 13:47:00,20-01-2025 13:47:32,31.967s,PASSED
try,Chrome 131.0.0.0,,,20-01-2025 13:47:00,20-01-2025 13:47:27,27.614s,PASSED
Finally,Chrome 131.0.0.0,,,20-01-2025 13:47:27,20-01-2025 13:47:29,2.130s,PASSED
Video,Chrome 131.0.0.0,,,20-01-2025 13:47:32,20-01-2025 13:47:32,0.001s,PASSED
