Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Validations,Chrome 129.0.0.0,,,25-09-2024 15:26:55,25-09-2024 15:28:02,1m - 7.022s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC1_PrevalidationsAndConf,Chrome 129.0.0.0,,,25-09-2024 15:26:55,25-09-2024 15:27:26,31.146s,PASSED
try,Chrome 129.0.0.0,,,25-09-2024 15:26:56,25-09-2024 15:27:24,27.928s,PASSED
catch (Exception e),Chrome 129.0.0.0,,,25-09-2024 15:27:24,25-09-2024 15:27:24,0.075s,PASSED
Finally,Chrome 129.0.0.0,,,25-09-2024 15:27:24,25-09-2024 15:27:26,2.196s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC2_PrevalidationsByCtryOrCurr,Chrome 129.0.0.0,,,25-09-2024 15:27:26,25-09-2024 15:28:02,35.726s,PASSED
try,Chrome 129.0.0.0,,,25-09-2024 15:27:27,25-09-2024 15:28:00,33.299s,PASSED
Finally,Chrome 129.0.0.0,,,25-09-2024 15:28:00,25-09-2024 15:28:02,2.236s,PASSED
