Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallets,Chrome 133.0.0.0,,,12-02-2025 10:23:53,12-02-2025 10:26:03,2m - 10.009s,FAILED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC3_Wallet_Update,Chrome 133.0.0.0,,,12-02-2025 10:23:53,12-02-2025 10:24:23,30.581s,FAILED
try,Chrome 133.0.0.0,,,12-02-2025 10:23:57,12-02-2025 10:24:18,20.760s,PASSED
catch (AssertionError e),Chrome 133.0.0.0,,,12-02-2025 10:24:18,12-02-2025 10:24:19,1.402s,FAILED
Finally,Chrome 133.0.0.0,,,12-02-2025 10:24:19,12-02-2025 10:24:21,2.147s,PASSED
Video,Chrome 133.0.0.0,,,12-02-2025 10:24:23,12-02-2025 10:24:23,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/Wallet_Get,Chrome 133.0.0.0,,,12-02-2025 10:24:23,12-02-2025 10:24:37,13.681s,PASSED
try,Chrome 133.0.0.0,,,12-02-2025 10:24:24,12-02-2025 10:24:33,9.317s,PASSED
Finally,Chrome 133.0.0.0,,,12-02-2025 10:24:33,12-02-2025 10:24:35,2.133s,PASSED
Video,Chrome 133.0.0.0,,,12-02-2025 10:24:37,12-02-2025 10:24:37,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC2__Replace,Chrome 133.0.0.0,,,12-02-2025 10:24:37,12-02-2025 10:24:59,22.214s,PASSED
try,Chrome 133.0.0.0,,,12-02-2025 10:24:37,12-02-2025 10:24:55,17.616s,PASSED
catch (Exception e),Chrome 133.0.0.0,,,12-02-2025 10:24:55,12-02-2025 10:24:55,0.016s,PASSED
Finally,Chrome 133.0.0.0,,,12-02-2025 10:24:55,12-02-2025 10:24:57,2.134s,PASSED
Video,Chrome 133.0.0.0,,,12-02-2025 10:24:59,12-02-2025 10:24:59,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC1_Wallet_Add,Chrome 133.0.0.0,,,12-02-2025 10:24:59,12-02-2025 10:26:03,1m - 3.329s,PASSED
try,Chrome 133.0.0.0,,,12-02-2025 10:25:00,12-02-2025 10:25:58,58.764s,PASSED
Finally,Chrome 133.0.0.0,,,12-02-2025 10:25:58,12-02-2025 10:26:01,2.176s,PASSED
Video,Chrome 133.0.0.0,,,12-02-2025 10:26:03,12-02-2025 10:26:03,0.001s,PASSED
