Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallets,Chrome 129.0.0.0,,,16-10-2024 14:27:08,16-10-2024 14:28:40,1m - 32.114s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC3_Wallet_Update,Chrome 129.0.0.0,,,16-10-2024 14:27:08,16-10-2024 14:27:37,28.614s,PASSED
try,Chrome 129.0.0.0,,,16-10-2024 14:27:09,16-10-2024 14:27:31,21.618s,PASSED
catch (AssertionError e),Chrome 129.0.0.0,,,16-10-2024 14:27:31,16-10-2024 14:27:32,1.439s,PASSED
Finally,Chrome 129.0.0.0,,,16-10-2024 14:27:32,16-10-2024 14:27:35,2.225s,PASSED
Video,Chrome 129.0.0.0,,,16-10-2024 14:27:37,16-10-2024 14:27:37,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC2__Replace,Chrome 129.0.0.0,,,16-10-2024 14:27:37,16-10-2024 14:27:58,20.931s,PASSED
try,Chrome 129.0.0.0,,,16-10-2024 14:27:37,16-10-2024 14:27:53,16.306s,PASSED
catch (Exception e),Chrome 129.0.0.0,,,16-10-2024 14:27:53,16-10-2024 14:27:53,0.020s,PASSED
Finally,Chrome 129.0.0.0,,,16-10-2024 14:27:53,16-10-2024 14:27:56,2.189s,PASSED
Video,Chrome 129.0.0.0,,,16-10-2024 14:27:58,16-10-2024 14:27:58,0.000s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC1_Wallet_Add,Chrome 129.0.0.0,,,16-10-2024 14:27:58,16-10-2024 14:28:20,21.911s,PASSED
try,Chrome 129.0.0.0,,,16-10-2024 14:27:58,16-10-2024 14:28:14,16.449s,PASSED
catch (AssertionError e),Chrome 129.0.0.0,,,16-10-2024 14:28:14,16-10-2024 14:28:15,0.976s,PASSED
Finally,Chrome 129.0.0.0,,,16-10-2024 14:28:15,16-10-2024 14:28:18,2.186s,PASSED
Video,Chrome 129.0.0.0,,,16-10-2024 14:28:20,16-10-2024 14:28:20,0.000s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC4_Wallet_Delete,Chrome 129.0.0.0,,,16-10-2024 14:28:20,16-10-2024 14:28:40,20.514s,PASSED
try,Chrome 129.0.0.0,,,16-10-2024 14:28:20,16-10-2024 14:28:35,15.144s,PASSED
catch (AssertionError e),Chrome 129.0.0.0,,,16-10-2024 14:28:35,16-10-2024 14:28:36,0.957s,PASSED
Finally,Chrome 129.0.0.0,,,16-10-2024 14:28:36,16-10-2024 14:28:38,2.146s,PASSED
Video,Chrome 129.0.0.0,,,16-10-2024 14:28:40,16-10-2024 14:28:40,0.001s,PASSED
