Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallets,Chrome 132.0.0.0,,,30-01-2025 15:50:04,30-01-2025 15:50:50,45.824s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC3_Wallet_Update,Chrome 132.0.0.0,,,30-01-2025 15:50:04,30-01-2025 15:50:27,22.642s,PASSED
try,Chrome 132.0.0.0,,,30-01-2025 15:50:05,30-01-2025 15:50:22,16.757s,PASSED
catch (AssertionError e),Chrome 132.0.0.0,,,30-01-2025 15:50:22,30-01-2025 15:50:23,0.668s,PASSED
Finally,Chrome 132.0.0.0,,,30-01-2025 15:50:23,30-01-2025 15:50:25,2.133s,PASSED
Video,Chrome 132.0.0.0,,,30-01-2025 15:50:27,30-01-2025 15:50:27,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC4_Wallet_Delete,Chrome 132.0.0.0,,,30-01-2025 15:50:27,30-01-2025 15:50:50,23.034s,PASSED
try,Chrome 132.0.0.0,,,30-01-2025 15:50:27,30-01-2025 15:50:45,17.992s,PASSED
catch (AssertionError e),Chrome 132.0.0.0,,,30-01-2025 15:50:45,30-01-2025 15:50:46,0.560s,PASSED
Finally,Chrome 132.0.0.0,,,30-01-2025 15:50:46,30-01-2025 15:50:48,2.136s,PASSED
Video,Chrome 132.0.0.0,,,30-01-2025 15:50:50,30-01-2025 15:50:50,0.001s,PASSED
