Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
cardTokenization,,,,16-09-2024 14:55:17,16-09-2024 14:55:37,19.479s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/cardTokenization/TC2_CardTokenization_GenerateToken,,,,16-09-2024 14:55:17,16-09-2024 14:55:30,12.073s,PASSED
try,,,,16-09-2024 14:55:20,16-09-2024 14:55:27,7.744s,FAILED
catch (Exception e),,,,16-09-2024 14:55:27,16-09-2024 14:55:27,0.171s,PASSED
Finally,,,,16-09-2024 14:55:27,16-09-2024 14:55:30,2.097s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/cardTokenization/TC1_CardTokenization_EncryptedCard,,,,16-09-2024 14:55:30,16-09-2024 14:55:37,7.146s,PASSED
try,,,,16-09-2024 14:55:31,16-09-2024 14:55:35,3.713s,FAILED
catch (Exception e),,,,16-09-2024 14:55:35,16-09-2024 14:55:35,0.015s,PASSED
Finally,,,,16-09-2024 14:55:35,16-09-2024 14:55:37,2.024s,PASSED
