Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
cardTokenization,Chrome 129.0.0.0,,,16-10-2024 15:08:26,16-10-2024 15:10:08,1m - 42.373s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/cardTokenization/TC2_CardTokenization_GenerateToken,Chrome 129.0.0.0,,,16-10-2024 15:08:26,16-10-2024 15:09:21,55.029s,PASSED
try,Chrome 129.0.0.0,,,16-10-2024 15:08:28,16-10-2024 15:09:16,47.996s,PASSED
Finally,Chrome 129.0.0.0,,,16-10-2024 15:09:16,16-10-2024 15:09:19,2.551s,PASSED
Video,Chrome 129.0.0.0,,,16-10-2024 15:09:21,16-10-2024 15:09:21,0.002s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/cardTokenization/TC1_CardTokenization_EncryptedCard,Chrome 129.0.0.0,,,16-10-2024 15:09:21,16-10-2024 15:10:08,46.987s,PASSED
try,Chrome 129.0.0.0,,,16-10-2024 15:09:22,16-10-2024 15:10:04,41.816s,PASSED
Finally,Chrome 129.0.0.0,,,16-10-2024 15:10:04,16-10-2024 15:10:06,2.293s,PASSED
Video,Chrome 129.0.0.0,,,16-10-2024 15:10:08,16-10-2024 15:10:08,0.002s,PASSED
