Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallets,Chrome 131.0.0.0,,,15-01-2025 10:43:03,15-01-2025 10:44:48,1m - 45.266s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC3_Wallet_Update,Chrome 131.0.0.0,,,15-01-2025 10:43:03,15-01-2025 10:43:30,26.448s,PASSED
try,Chrome 131.0.0.0,,,15-01-2025 10:43:05,15-01-2025 10:43:24,19.395s,PASSED
catch (AssertionError e),Chrome 131.0.0.0,,,15-01-2025 10:43:24,15-01-2025 10:43:25,1.008s,PASSED
Finally,Chrome 131.0.0.0,,,15-01-2025 10:43:25,15-01-2025 10:43:27,2.146s,PASSED
Video,Chrome 131.0.0.0,,,15-01-2025 10:43:30,15-01-2025 10:43:30,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/Wallet_Get,Chrome 131.0.0.0,,,15-01-2025 10:43:30,15-01-2025 10:43:44,13.960s,PASSED
try,Chrome 131.0.0.0,,,15-01-2025 10:43:30,15-01-2025 10:43:39,9.656s,PASSED
Finally,Chrome 131.0.0.0,,,15-01-2025 10:43:39,15-01-2025 10:43:41,2.145s,PASSED
Video,Chrome 131.0.0.0,,,15-01-2025 10:43:44,15-01-2025 10:43:44,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC2__Replace,Chrome 131.0.0.0,,,15-01-2025 10:43:44,15-01-2025 10:44:07,23.651s,PASSED
try,Chrome 131.0.0.0,,,15-01-2025 10:43:44,15-01-2025 10:44:03,19.224s,PASSED
catch (Exception e),Chrome 131.0.0.0,,,15-01-2025 10:44:03,15-01-2025 10:44:03,0.010s,PASSED
Finally,Chrome 131.0.0.0,,,15-01-2025 10:44:03,15-01-2025 10:44:05,2.130s,PASSED
Video,Chrome 131.0.0.0,,,15-01-2025 10:44:07,15-01-2025 10:44:07,0.000s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC1_Wallet_Add,Chrome 131.0.0.0,,,15-01-2025 10:44:07,15-01-2025 10:44:28,21.041s,PASSED
try,Chrome 131.0.0.0,,,15-01-2025 10:44:07,15-01-2025 10:44:23,15.674s,PASSED
catch (AssertionError e),Chrome 131.0.0.0,,,15-01-2025 10:44:23,15-01-2025 10:44:24,0.953s,PASSED
Finally,Chrome 131.0.0.0,,,15-01-2025 10:44:24,15-01-2025 10:44:26,2.143s,PASSED
Video,Chrome 131.0.0.0,,,15-01-2025 10:44:28,15-01-2025 10:44:28,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC4_Wallet_Delete,Chrome 131.0.0.0,,,15-01-2025 10:44:28,15-01-2025 10:44:48,20.041s,PASSED
try,Chrome 131.0.0.0,,,15-01-2025 10:44:28,15-01-2025 10:44:43,14.695s,PASSED
catch (AssertionError e),Chrome 131.0.0.0,,,15-01-2025 10:44:43,15-01-2025 10:44:44,0.928s,PASSED
Finally,Chrome 131.0.0.0,,,15-01-2025 10:44:44,15-01-2025 10:44:46,2.149s,PASSED
Video,Chrome 131.0.0.0,,,15-01-2025 10:44:48,15-01-2025 10:44:48,0.000s,PASSED
