Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
cardTokenization,Chrome 129.0.0.0,,,04-10-2024 10:14:19,04-10-2024 10:16:12,1m - 53.385s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/cardTokenization/TC2_CardTokenization_GenerateToken,Chrome 129.0.0.0,,,04-10-2024 10:14:19,04-10-2024 10:15:15,55.526s,PASSED
try,Chrome 129.0.0.0,,,04-10-2024 10:14:26,04-10-2024 10:15:10,44.186s,PASSED
Finally,Chrome 129.0.0.0,,,04-10-2024 10:15:10,04-10-2024 10:15:13,2.671s,PASSED
Video,Chrome 129.0.0.0,,,04-10-2024 10:15:15,04-10-2024 10:15:15,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/cardTokenization/TC1_CardTokenization_EncryptedCard,Chrome 129.0.0.0,,,04-10-2024 10:15:15,04-10-2024 10:16:12,57.509s,PASSED
try,Chrome 129.0.0.0,,,04-10-2024 10:15:16,04-10-2024 10:16:08,51.962s,PASSED
Finally,Chrome 129.0.0.0,,,04-10-2024 10:16:08,04-10-2024 10:16:10,2.250s,PASSED
Video,Chrome 129.0.0.0,,,04-10-2024 10:16:12,04-10-2024 10:16:12,0.001s,PASSED
