Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Validations,Chrome 128.0.0.0,,,19-09-2024 10:01:09,19-09-2024 10:02:10,1m - 0.678s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC1_PrevalidationsAndConf,Chrome 128.0.0.0,,,19-09-2024 10:01:09,19-09-2024 10:01:36,26.656s,PASSED
try,Chrome 128.0.0.0,,,19-09-2024 10:01:10,19-09-2024 10:01:33,23.683s,PASSED
catch (Exception e),Chrome 128.0.0.0,,,19-09-2024 10:01:33,19-09-2024 10:01:33,0.055s,PASSED
Finally,Chrome 128.0.0.0,,,19-09-2024 10:01:33,19-09-2024 10:01:36,2.152s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC2_PrevalidationsByCtryOrCurr,Chrome 128.0.0.0,,,19-09-2024 10:01:36,19-09-2024 10:02:10,33.894s,PASSED
try,Chrome 128.0.0.0,,,19-09-2024 10:01:36,19-09-2024 10:02:07,31.484s,PASSED
Finally,Chrome 128.0.0.0,,,19-09-2024 10:02:07,19-09-2024 10:02:10,2.178s,PASSED
