Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Payment,Chrome 129.0.0.0,,,04-10-2024 08:22:17,04-10-2024 08:24:12,1m - 54.744s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Payments/TC2_Payment_CapturePayment,Chrome 129.0.0.0,,,04-10-2024 08:22:18,04-10-2024 08:23:29,1m - 11.629s,PASSED
utils.openBrowserAndNavigateToPMT(),Chrome 129.0.0.0,,,04-10-2024 08:22:26,04-10-2024 08:22:41,15.142s,PASSED
try,Chrome 129.0.0.0,,,04-10-2024 08:22:41,04-10-2024 08:23:25,43.581s,FAILED
catch (Exception e),Chrome 129.0.0.0,,,04-10-2024 08:23:25,04-10-2024 08:23:25,0.065s,PASSED
Finally,Chrome 129.0.0.0,,,04-10-2024 08:23:25,04-10-2024 08:23:27,2.255s,PASSED
Video,Chrome 129.0.0.0,,,04-10-2024 08:23:29,04-10-2024 08:23:29,0.002s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Payments/TC1_Payment_AuthorizePayment,Chrome 129.0.0.0,,,04-10-2024 08:23:29,04-10-2024 08:24:12,42.685s,PASSED
utils.openBrowserAndNavigateToPMT(),Chrome 129.0.0.0,,,04-10-2024 08:23:30,04-10-2024 08:23:37,7.037s,PASSED
try,Chrome 129.0.0.0,,,04-10-2024 08:23:37,04-10-2024 08:24:07,30.649s,FAILED
catch (Exception e),Chrome 129.0.0.0,,,04-10-2024 08:24:07,04-10-2024 08:24:07,0.014s,PASSED
Finally,Chrome 129.0.0.0,,,04-10-2024 08:24:07,04-10-2024 08:24:10,2.280s,PASSED
Video,Chrome 129.0.0.0,,,04-10-2024 08:24:12,04-10-2024 08:24:12,0.002s,PASSED
