Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Validations,Chrome 129.0.0.0,,,26-09-2024 07:25:59,26-09-2024 07:27:02,1m - 3.110s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC1_PrevalidationsAndConf,Chrome 129.0.0.0,,,26-09-2024 07:25:59,26-09-2024 07:26:29,29.752s,PASSED
try,Chrome 129.0.0.0,,,26-09-2024 07:26:00,26-09-2024 07:26:24,24.039s,PASSED
catch (Exception e),Chrome 129.0.0.0,,,26-09-2024 07:26:24,26-09-2024 07:26:24,0.066s,PASSED
Finally,Chrome 129.0.0.0,,,26-09-2024 07:26:24,26-09-2024 07:26:27,2.150s,PASSED
Video,Chrome 129.0.0.0,,,26-09-2024 07:26:29,26-09-2024 07:26:29,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC2_PrevalidationsByCtryOrCurr,Chrome 129.0.0.0,,,26-09-2024 07:26:29,26-09-2024 07:27:02,33.236s,PASSED
try,Chrome 129.0.0.0,,,26-09-2024 07:26:29,26-09-2024 07:26:58,28.804s,PASSED
Finally,Chrome 129.0.0.0,,,26-09-2024 07:26:58,26-09-2024 07:27:00,2.139s,PASSED
Video,Chrome 129.0.0.0,,,26-09-2024 07:27:02,26-09-2024 07:27:02,0.001s,PASSED
