Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Validations,Chrome 129.0.0.0,,,25-09-2024 15:55:02,25-09-2024 15:56:13,1m - 11.048s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC1_PrevalidationsAndConf,Chrome 129.0.0.0,,,25-09-2024 15:55:02,25-09-2024 15:55:38,36.117s,PASSED
try,Chrome 129.0.0.0,,,25-09-2024 15:55:06,25-09-2024 15:55:34,27.943s,PASSED
catch (Exception e),Chrome 129.0.0.0,,,25-09-2024 15:55:34,25-09-2024 15:55:34,0.065s,PASSED
Finally,Chrome 129.0.0.0,,,25-09-2024 15:55:34,25-09-2024 15:55:36,2.185s,PASSED
Video,Chrome 129.0.0.0,,,25-09-2024 15:55:38,25-09-2024 15:55:38,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC2_PrevalidationsByCtryOrCurr,Chrome 129.0.0.0,,,25-09-2024 15:55:38,25-09-2024 15:56:13,34.652s,PASSED
try,Chrome 129.0.0.0,,,25-09-2024 15:55:39,25-09-2024 15:56:09,30.220s,PASSED
Finally,Chrome 129.0.0.0,,,25-09-2024 15:56:09,25-09-2024 15:56:11,2.178s,PASSED
Video,Chrome 129.0.0.0,,,25-09-2024 15:56:13,25-09-2024 15:56:13,0.001s,PASSED
