Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
cardTokenization,Chrome 126.0.0.0,,,16-07-2024 16:18:33,16-07-2024 16:19:42,1m - 9.096s,PASSED
,,,,,,,
Test Cases/Web_Utilities/cardTokenization/TC2_CardTokenization_GenerateToken,Chrome 126.0.0.0,,,16-07-2024 16:18:33,16-07-2024 16:19:10,37.212s,PASSED
try,Chrome 126.0.0.0,,,16-07-2024 16:18:34,16-07-2024 16:19:08,34.372s,PASSED
Finally,Chrome 126.0.0.0,,,16-07-2024 16:19:08,16-07-2024 16:19:10,2.144s,PASSED
,,,,,,,
Test Cases/Web_Utilities/cardTokenization/TC1_CardTokenization_EncryptedCard,Chrome 126.0.0.0,,,16-07-2024 16:19:10,16-07-2024 16:19:42,31.741s,PASSED
try,Chrome 126.0.0.0,,,16-07-2024 16:19:11,16-07-2024 16:19:40,29.449s,PASSED
Finally,Chrome 126.0.0.0,,,16-07-2024 16:19:40,16-07-2024 16:19:42,2.134s,PASSED
