Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallets,Chrome 131.0.0.0,,,22-01-2025 15:07:41,22-01-2025 15:09:26,1m - 45.420s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC3_Wallet_Update,Chrome 131.0.0.0,,,22-01-2025 15:07:41,22-01-2025 15:08:07,25.890s,PASSED
try,Chrome 131.0.0.0,,,22-01-2025 15:07:42,22-01-2025 15:08:01,19.682s,PASSED
catch (AssertionError e),Chrome 131.0.0.0,,,22-01-2025 15:08:01,22-01-2025 15:08:02,1.064s,PASSED
Finally,Chrome 131.0.0.0,,,22-01-2025 15:08:02,22-01-2025 15:08:05,2.148s,PASSED
Video,Chrome 131.0.0.0,,,22-01-2025 15:08:07,22-01-2025 15:08:07,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/Wallet_Get,Chrome 131.0.0.0,,,22-01-2025 15:08:07,22-01-2025 15:08:18,11.783s,PASSED
try,Chrome 131.0.0.0,,,22-01-2025 15:08:07,22-01-2025 15:08:14,7.430s,PASSED
Finally,Chrome 131.0.0.0,,,22-01-2025 15:08:14,22-01-2025 15:08:16,2.164s,PASSED
Video,Chrome 131.0.0.0,,,22-01-2025 15:08:18,22-01-2025 15:08:18,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC2__Replace,Chrome 131.0.0.0,,,22-01-2025 15:08:18,22-01-2025 15:08:39,20.947s,PASSED
try,Chrome 131.0.0.0,,,22-01-2025 15:08:19,22-01-2025 15:08:35,16.453s,PASSED
catch (Exception e),Chrome 131.0.0.0,,,22-01-2025 15:08:35,22-01-2025 15:08:35,0.013s,PASSED
Finally,Chrome 131.0.0.0,,,22-01-2025 15:08:35,22-01-2025 15:08:37,2.136s,PASSED
Video,Chrome 131.0.0.0,,,22-01-2025 15:08:39,22-01-2025 15:08:39,0.000s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC1_Wallet_Add,Chrome 131.0.0.0,,,22-01-2025 15:08:39,22-01-2025 15:08:59,19.898s,PASSED
try,Chrome 131.0.0.0,,,22-01-2025 15:08:40,22-01-2025 15:08:56,16.508s,PASSED
catch (AssertionError e),Chrome 131.0.0.0,,,22-01-2025 15:08:56,22-01-2025 15:08:57,1.019s,PASSED
Video,Chrome 131.0.0.0,,,22-01-2025 15:08:59,22-01-2025 15:08:59,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC4_Wallet_Delete,Chrome 131.0.0.0,,,22-01-2025 15:08:59,22-01-2025 15:09:26,26.762s,PASSED
try,Chrome 131.0.0.0,,,22-01-2025 15:08:59,22-01-2025 15:09:21,21.279s,PASSED
catch (AssertionError e),Chrome 131.0.0.0,,,22-01-2025 15:09:21,22-01-2025 15:09:22,1.083s,PASSED
Finally,Chrome 131.0.0.0,,,22-01-2025 15:09:22,22-01-2025 15:09:24,2.133s,PASSED
Video,Chrome 131.0.0.0,,,22-01-2025 15:09:26,22-01-2025 15:09:26,0.001s,PASSED
