Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
cardTokenization,Chrome 126.0.0.0,,,16-07-2024 16:25:57,16-07-2024 16:27:05,1m - 8.580s,PASSED
,,,,,,,
Test Cases/Web_Utilities/cardTokenization/TC2_CardTokenization_GenerateToken,Chrome 126.0.0.0,,,16-07-2024 16:25:57,16-07-2024 16:26:33,36.155s,PASSED
try,Chrome 126.0.0.0,,,16-07-2024 16:25:58,16-07-2024 16:26:31,33.208s,PASSED
Finally,Chrome 126.0.0.0,,,16-07-2024 16:26:31,16-07-2024 16:26:33,2.148s,PASSED
,,,,,,,
Test Cases/Web_Utilities/cardTokenization/TC1_CardTokenization_EncryptedCard,Chrome 126.0.0.0,,,16-07-2024 16:26:33,16-07-2024 16:27:05,32.276s,PASSED
try,Chrome 126.0.0.0,,,16-07-2024 16:26:33,16-07-2024 16:27:03,29.978s,PASSED
Finally,Chrome 126.0.0.0,,,16-07-2024 16:27:03,16-07-2024 16:27:05,2.165s,PASSED
