Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallets,Chrome 131.0.0.0,,,21-01-2025 09:53:16,21-01-2025 09:55:09,1m - 53.885s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC3_Wallet_Update,Chrome 131.0.0.0,,,21-01-2025 09:53:16,21-01-2025 09:53:45,29.049s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 09:53:18,21-01-2025 09:53:39,21.442s,PASSED
catch (AssertionError e),Chrome 131.0.0.0,,,21-01-2025 09:53:39,21-01-2025 09:53:41,1.259s,PASSED
Finally,Chrome 131.0.0.0,,,21-01-2025 09:53:41,21-01-2025 09:53:43,2.158s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 09:53:45,21-01-2025 09:53:45,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/Wallet_Get,Chrome 131.0.0.0,,,21-01-2025 09:53:45,21-01-2025 09:54:00,14.799s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 09:53:45,21-01-2025 09:53:55,10.451s,PASSED
Finally,Chrome 131.0.0.0,,,21-01-2025 09:53:55,21-01-2025 09:53:57,2.136s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 09:54:00,21-01-2025 09:54:00,0.000s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC2__Replace,Chrome 131.0.0.0,,,21-01-2025 09:54:00,21-01-2025 09:54:25,25.313s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 09:54:00,21-01-2025 09:54:21,20.859s,PASSED
catch (Exception e),Chrome 131.0.0.0,,,21-01-2025 09:54:21,21-01-2025 09:54:21,0.014s,PASSED
Finally,Chrome 131.0.0.0,,,21-01-2025 09:54:21,21-01-2025 09:54:23,2.150s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 09:54:25,21-01-2025 09:54:25,0.000s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC1_Wallet_Add,Chrome 131.0.0.0,,,21-01-2025 09:54:25,21-01-2025 09:54:44,18.661s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 09:54:25,21-01-2025 09:54:40,15.400s,PASSED
catch (AssertionError e),Chrome 131.0.0.0,,,21-01-2025 09:54:40,21-01-2025 09:54:41,0.975s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 09:54:44,21-01-2025 09:54:44,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC4_Wallet_Delete,Chrome 131.0.0.0,,,21-01-2025 09:54:44,21-01-2025 09:55:09,25.871s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 09:54:44,21-01-2025 09:55:04,20.529s,PASSED
catch (AssertionError e),Chrome 131.0.0.0,,,21-01-2025 09:55:04,21-01-2025 09:55:05,0.931s,PASSED
Finally,Chrome 131.0.0.0,,,21-01-2025 09:55:05,21-01-2025 09:55:07,2.139s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 09:55:09,21-01-2025 09:55:09,0.000s,PASSED
