Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Payment,Chrome 129.0.0.0,,,16-10-2024 15:08:23,16-10-2024 15:10:48,2m - 24.441s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Payments/TC2_Payment_CapturePayment,Chrome 129.0.0.0,,,16-10-2024 15:08:24,16-10-2024 15:09:34,1m - 10.546s,PASSED
utils.openBrowserAndNavigateToPMT(),Chrome 129.0.0.0,,,16-10-2024 15:08:27,16-10-2024 15:08:40,12.932s,PASSED
try,Chrome 129.0.0.0,,,16-10-2024 15:08:40,16-10-2024 15:09:29,49.239s,FAILED
catch (Exception e),Chrome 129.0.0.0,,,16-10-2024 15:09:29,16-10-2024 15:09:29,0.283s,PASSED
Finally,Chrome 129.0.0.0,,,16-10-2024 15:09:29,16-10-2024 15:09:32,2.753s,PASSED
Video,Chrome 129.0.0.0,,,16-10-2024 15:09:34,16-10-2024 15:09:34,0.003s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Payments/TC1_Payment_AuthorizePayment,Chrome 129.0.0.0,,,16-10-2024 15:09:34,16-10-2024 15:10:48,1m - 13.418s,PASSED
utils.openBrowserAndNavigateToPMT(),Chrome 129.0.0.0,,,16-10-2024 15:09:35,16-10-2024 15:10:09,33.420s,PASSED
try,Chrome 129.0.0.0,,,16-10-2024 15:10:09,16-10-2024 15:10:43,34.471s,FAILED
catch (Exception e),Chrome 129.0.0.0,,,16-10-2024 15:10:43,16-10-2024 15:10:43,0.010s,PASSED
Finally,Chrome 129.0.0.0,,,16-10-2024 15:10:43,16-10-2024 15:10:46,2.259s,PASSED
Video,Chrome 129.0.0.0,,,16-10-2024 15:10:48,16-10-2024 15:10:48,0.001s,PASSED
