Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Validations,Chrome 129.0.0.0,,,25-09-2024 15:31:43,25-09-2024 15:32:51,1m - 8.750s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC1_PrevalidationsAndConf,Chrome 129.0.0.0,,,25-09-2024 15:31:43,25-09-2024 15:32:15,32.336s,PASSED
try,Chrome 129.0.0.0,,,25-09-2024 15:31:44,25-09-2024 15:32:13,28.947s,PASSED
catch (Exception e),Chrome 129.0.0.0,,,25-09-2024 15:32:13,25-09-2024 15:32:13,0.061s,PASSED
Finally,Chrome 129.0.0.0,,,25-09-2024 15:32:13,25-09-2024 15:32:15,2.160s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC2_PrevalidationsByCtryOrCurr,Chrome 129.0.0.0,,,25-09-2024 15:32:15,25-09-2024 15:32:51,36.251s,PASSED
try,Chrome 129.0.0.0,,,25-09-2024 15:32:15,25-09-2024 15:32:49,33.861s,PASSED
Finally,Chrome 129.0.0.0,,,25-09-2024 15:32:49,25-09-2024 15:32:51,2.211s,PASSED
