Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
cardTokenization,Chrome 131.0.0.0,,,21-01-2025 09:55:17,21-01-2025 09:56:24,1m - 6.281s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/cardTokenization/TC2_CardTokenization_GenerateToken,Chrome 131.0.0.0,,,21-01-2025 09:55:18,21-01-2025 09:55:52,34.688s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 09:55:19,21-01-2025 09:55:48,28.902s,PASSED
Finally,Chrome 131.0.0.0,,,21-01-2025 09:55:48,21-01-2025 09:55:50,2.148s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 09:55:52,21-01-2025 09:55:52,0.000s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/cardTokenization/TC1_CardTokenization_EncryptedCard,Chrome 131.0.0.0,,,21-01-2025 09:55:52,21-01-2025 09:56:24,31.474s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 09:55:52,21-01-2025 09:56:20,27.084s,PASSED
Finally,Chrome 131.0.0.0,,,21-01-2025 09:56:20,21-01-2025 09:56:22,2.141s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 09:56:24,21-01-2025 09:56:24,0.001s,PASSED
