Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallets,Chrome 128.0.0.0,,,19-09-2024 11:17:47,19-09-2024 11:19:49,2m - 1.397s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC3_Wallet_Update,Chrome 128.0.0.0,,,19-09-2024 11:17:48,19-09-2024 11:18:20,32.142s,PASSED
try,Chrome 128.0.0.0,,,19-09-2024 11:17:49,19-09-2024 11:18:17,28.070s,PASSED
catch (AssertionError e),Chrome 128.0.0.0,,,19-09-2024 11:18:17,19-09-2024 11:18:18,0.052s,PASSED
Finally,Chrome 128.0.0.0,,,19-09-2024 11:18:18,19-09-2024 11:18:20,2.164s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC2__Replace,Chrome 128.0.0.0,,,19-09-2024 11:18:20,19-09-2024 11:18:55,35.269s,PASSED
try,Chrome 128.0.0.0,,,19-09-2024 11:18:20,19-09-2024 11:18:53,32.407s,PASSED
catch (Exception e),Chrome 128.0.0.0,,,19-09-2024 11:18:53,19-09-2024 11:18:53,0.037s,PASSED
Finally,Chrome 128.0.0.0,,,19-09-2024 11:18:53,19-09-2024 11:18:55,2.275s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC1_Wallet_Add,Chrome 128.0.0.0,,,19-09-2024 11:18:55,19-09-2024 11:19:27,32.185s,PASSED
try,Chrome 128.0.0.0,,,19-09-2024 11:18:56,19-09-2024 11:19:25,28.526s,PASSED
catch (AssertionError e),Chrome 128.0.0.0,,,19-09-2024 11:19:25,19-09-2024 11:19:25,0.008s,PASSED
Finally,Chrome 128.0.0.0,,,19-09-2024 11:19:25,19-09-2024 11:19:27,2.253s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC4_Wallet_Delete,Chrome 128.0.0.0,,,19-09-2024 11:19:27,19-09-2024 11:19:49,21.572s,PASSED
try,Chrome 128.0.0.0,,,19-09-2024 11:19:28,19-09-2024 11:19:47,18.934s,PASSED
catch (AssertionError e),Chrome 128.0.0.0,,,19-09-2024 11:19:47,19-09-2024 11:19:47,0.005s,PASSED
Finally,Chrome 128.0.0.0,,,19-09-2024 11:19:47,19-09-2024 11:19:49,2.151s,PASSED
