Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallets,Chrome 131.0.0.0,,,21-01-2025 14:08:06,21-01-2025 14:09:51,1m - 44.929s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC3_Wallet_Update,Chrome 131.0.0.0,,,21-01-2025 14:08:07,21-01-2025 14:08:34,27.002s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 14:08:08,21-01-2025 14:08:28,19.878s,PASSED
catch (AssertionError e),Chrome 131.0.0.0,,,21-01-2025 14:08:28,21-01-2025 14:08:29,0.993s,PASSED
Finally,Chrome 131.0.0.0,,,21-01-2025 14:08:29,21-01-2025 14:08:31,2.155s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 14:08:34,21-01-2025 14:08:34,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/Wallet_Get,Chrome 131.0.0.0,,,21-01-2025 14:08:34,21-01-2025 14:08:48,14.757s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 14:08:34,21-01-2025 14:08:44,10.406s,PASSED
Finally,Chrome 131.0.0.0,,,21-01-2025 14:08:44,21-01-2025 14:08:46,2.159s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 14:08:48,21-01-2025 14:08:48,0.000s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC2__Replace,Chrome 131.0.0.0,,,21-01-2025 14:08:48,21-01-2025 14:09:12,23.252s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 14:08:49,21-01-2025 14:09:07,18.738s,PASSED
catch (Exception e),Chrome 131.0.0.0,,,21-01-2025 14:09:07,21-01-2025 14:09:07,0.015s,PASSED
Finally,Chrome 131.0.0.0,,,21-01-2025 14:09:07,21-01-2025 14:09:10,2.158s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 14:09:12,21-01-2025 14:09:12,0.000s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC1_Wallet_Add,Chrome 131.0.0.0,,,21-01-2025 14:09:12,21-01-2025 14:09:31,19.081s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 14:09:12,21-01-2025 14:09:28,15.876s,PASSED
catch (AssertionError e),Chrome 131.0.0.0,,,21-01-2025 14:09:28,21-01-2025 14:09:29,0.915s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 14:09:31,21-01-2025 14:09:31,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC4_Wallet_Delete,Chrome 131.0.0.0,,,21-01-2025 14:09:31,21-01-2025 14:09:51,20.699s,PASSED
try,Chrome 131.0.0.0,,,21-01-2025 14:09:31,21-01-2025 14:09:46,15.391s,PASSED
catch (AssertionError e),Chrome 131.0.0.0,,,21-01-2025 14:09:46,21-01-2025 14:09:47,0.905s,PASSED
Finally,Chrome 131.0.0.0,,,21-01-2025 14:09:47,21-01-2025 14:09:49,2.140s,PASSED
Video,Chrome 131.0.0.0,,,21-01-2025 14:09:51,21-01-2025 14:09:51,0.000s,PASSED
