Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallets,Chrome 128.0.0.0,,,19-09-2024 09:53:59,19-09-2024 09:55:16,1m - 16.328s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC3_Wallet_Update,Chrome 128.0.0.0,,,19-09-2024 09:54:00,19-09-2024 09:54:20,19.995s,PASSED
try,Chrome 128.0.0.0,,,19-09-2024 09:54:00,19-09-2024 09:54:17,16.853s,PASSED
catch (AssertionError e),Chrome 128.0.0.0,,,19-09-2024 09:54:17,19-09-2024 09:54:17,0.036s,PASSED
Finally,Chrome 128.0.0.0,,,19-09-2024 09:54:17,19-09-2024 09:54:20,2.207s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/Wallet_Get,Chrome 128.0.0.0,,,19-09-2024 09:54:20,19-09-2024 09:54:28,8.536s,PASSED
try,Chrome 128.0.0.0,,,19-09-2024 09:54:20,19-09-2024 09:54:26,6.290s,PASSED
Finally,Chrome 128.0.0.0,,,19-09-2024 09:54:26,19-09-2024 09:54:28,2.120s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC2__Replace,Chrome 128.0.0.0,,,19-09-2024 09:54:28,19-09-2024 09:54:44,16.353s,PASSED
try,Chrome 128.0.0.0,,,19-09-2024 09:54:28,19-09-2024 09:54:42,13.921s,PASSED
catch (Exception e),Chrome 128.0.0.0,,,19-09-2024 09:54:42,19-09-2024 09:54:42,0.060s,PASSED
Finally,Chrome 128.0.0.0,,,19-09-2024 09:54:42,19-09-2024 09:54:44,2.131s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC1_Wallet_Add,Chrome 128.0.0.0,,,19-09-2024 09:54:44,19-09-2024 09:55:00,16.005s,PASSED
try,Chrome 128.0.0.0,,,19-09-2024 09:54:45,19-09-2024 09:54:58,13.633s,PASSED
catch (AssertionError e),Chrome 128.0.0.0,,,19-09-2024 09:54:58,19-09-2024 09:54:58,0.005s,PASSED
Finally,Chrome 128.0.0.0,,,19-09-2024 09:54:58,19-09-2024 09:55:00,2.136s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC4_Wallet_Delete,Chrome 128.0.0.0,,,19-09-2024 09:55:00,19-09-2024 09:55:16,15.270s,PASSED
try,Chrome 128.0.0.0,,,19-09-2024 09:55:01,19-09-2024 09:55:14,12.853s,PASSED
catch (AssertionError e),Chrome 128.0.0.0,,,19-09-2024 09:55:14,19-09-2024 09:55:14,0.003s,PASSED
Finally,Chrome 128.0.0.0,,,19-09-2024 09:55:14,19-09-2024 09:55:16,2.190s,PASSED
