Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Validations,,,,16-09-2024 13:49:57,16-09-2024 13:50:19,22.455s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC1_PrevalidationsAndConf,,,,16-09-2024 13:49:57,16-09-2024 13:50:10,13.327s,PASSED
try,,,,16-09-2024 13:49:59,16-09-2024 13:50:08,8.822s,FAILED
catch (Exception e),,,,16-09-2024 13:50:08,16-09-2024 13:50:08,0.332s,PASSED
Finally,,,,16-09-2024 13:50:08,16-09-2024 13:50:10,2.158s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Validations/TC2_PrevalidationsByCtryOrCurr,,,,16-09-2024 13:50:10,16-09-2024 13:50:19,8.862s,PASSED
try,,,,16-09-2024 13:50:11,16-09-2024 13:50:17,5.786s,FAILED
catch (Exception e),,,,16-09-2024 13:50:17,16-09-2024 13:50:17,0.017s,PASSED
Finally,,,,16-09-2024 13:50:17,16-09-2024 13:50:19,2.019s,PASSED
