Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallets,Chrome 132.0.0.0,,,30-01-2025 14:23:34,30-01-2025 14:25:59,2m - 24.990s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC3_Wallet_Update,Chrome 132.0.0.0,,,30-01-2025 14:23:34,30-01-2025 14:24:03,28.853s,PASSED
try,Chrome 132.0.0.0,,,30-01-2025 14:23:39,30-01-2025 14:23:58,19.229s,PASSED
catch (AssertionError e),Chrome 132.0.0.0,,,30-01-2025 14:23:58,30-01-2025 14:23:59,0.927s,PASSED
Finally,Chrome 132.0.0.0,,,30-01-2025 14:23:59,30-01-2025 14:24:01,2.163s,PASSED
Video,Chrome 132.0.0.0,,,30-01-2025 14:24:03,30-01-2025 14:24:03,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/Wallet_Get,Chrome 132.0.0.0,,,30-01-2025 14:24:03,30-01-2025 14:24:14,10.799s,PASSED
try,Chrome 132.0.0.0,,,30-01-2025 14:24:03,30-01-2025 14:24:10,6.484s,PASSED
Finally,Chrome 132.0.0.0,,,30-01-2025 14:24:10,30-01-2025 14:24:12,2.122s,PASSED
Video,Chrome 132.0.0.0,,,30-01-2025 14:24:14,30-01-2025 14:24:14,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC2__Replace,Chrome 132.0.0.0,,,30-01-2025 14:24:14,30-01-2025 14:24:36,21.873s,PASSED
try,Chrome 132.0.0.0,,,30-01-2025 14:24:14,30-01-2025 14:24:32,17.349s,PASSED
catch (Exception e),Chrome 132.0.0.0,,,30-01-2025 14:24:32,30-01-2025 14:24:32,0.019s,PASSED
Finally,Chrome 132.0.0.0,,,30-01-2025 14:24:32,30-01-2025 14:24:34,2.192s,PASSED
Video,Chrome 132.0.0.0,,,30-01-2025 14:24:36,30-01-2025 14:24:36,0.000s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC1_Wallet_Add,Chrome 132.0.0.0,,,30-01-2025 14:24:36,30-01-2025 14:25:36,1m - 0.278s,PASSED
try,Chrome 132.0.0.0,,,30-01-2025 14:24:36,30-01-2025 14:25:32,55.773s,PASSED
Finally,Chrome 132.0.0.0,,,30-01-2025 14:25:32,30-01-2025 14:25:34,2.130s,PASSED
Video,Chrome 132.0.0.0,,,30-01-2025 14:25:36,30-01-2025 14:25:36,0.000s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC4_Wallet_Delete,Chrome 132.0.0.0,,,30-01-2025 14:25:36,30-01-2025 14:25:59,23.047s,PASSED
try,Chrome 132.0.0.0,,,30-01-2025 14:25:36,30-01-2025 14:25:54,17.430s,PASSED
catch (AssertionError e),Chrome 132.0.0.0,,,30-01-2025 14:25:54,30-01-2025 14:25:55,1.058s,PASSED
Finally,Chrome 132.0.0.0,,,30-01-2025 14:25:55,30-01-2025 14:25:57,2.231s,PASSED
Video,Chrome 132.0.0.0,,,30-01-2025 14:25:59,30-01-2025 14:25:59,0.001s,PASSED
