Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
cardTokenization,Chrome 129.0.0.0,,,04-10-2024 11:07:55,04-10-2024 11:09:29,1m - 34.927s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/cardTokenization/TC2_CardTokenization_GenerateToken,Chrome 129.0.0.0,,,04-10-2024 11:07:55,04-10-2024 11:08:44,48.896s,PASSED
try,Chrome 129.0.0.0,,,04-10-2024 11:08:02,04-10-2024 11:08:39,37.441s,PASSED
Finally,Chrome 129.0.0.0,,,04-10-2024 11:08:39,04-10-2024 11:08:41,2.289s,PASSED
Video,Chrome 129.0.0.0,,,04-10-2024 11:08:44,04-10-2024 11:08:44,0.002s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/cardTokenization/TC1_CardTokenization_EncryptedCard,Chrome 129.0.0.0,,,04-10-2024 11:08:44,04-10-2024 11:09:29,45.675s,PASSED
try,Chrome 129.0.0.0,,,04-10-2024 11:08:44,04-10-2024 11:09:25,40.697s,PASSED
Finally,Chrome 129.0.0.0,,,04-10-2024 11:09:25,04-10-2024 11:09:27,2.258s,PASSED
Video,Chrome 129.0.0.0,,,04-10-2024 11:09:29,04-10-2024 11:09:29,0.005s,PASSED
