Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Payment,Chrome 128.0.0.0,,,19-09-2024 09:48:39,19-09-2024 09:49:55,1m - 16.284s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Payments/TC2_Payment_CapturePayment,Chrome 128.0.0.0,,,19-09-2024 09:48:39,19-09-2024 09:49:20,40.693s,PASSED
utils.openBrowserAndNavigateToPMT(),Chrome 128.0.0.0,,,19-09-2024 09:48:40,19-09-2024 09:48:45,5.618s,PASSED
try,Chrome 128.0.0.0,,,19-09-2024 09:48:45,19-09-2024 09:49:18,32.167s,FAILED
catch (Exception e),Chrome 128.0.0.0,,,19-09-2024 09:49:18,19-09-2024 09:49:18,0.038s,PASSED
Finally,Chrome 128.0.0.0,,,19-09-2024 09:49:18,19-09-2024 09:49:20,2.154s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Payments/TC1_Payment_AuthorizePayment,Chrome 128.0.0.0,,,19-09-2024 09:49:20,19-09-2024 09:49:55,35.433s,PASSED
utils.openBrowserAndNavigateToPMT(),Chrome 128.0.0.0,,,19-09-2024 09:49:20,19-09-2024 09:49:24,3.705s,PASSED
try,Chrome 128.0.0.0,,,19-09-2024 09:49:24,19-09-2024 09:49:53,29.400s,FAILED
catch (Exception e),Chrome 128.0.0.0,,,19-09-2024 09:49:53,19-09-2024 09:49:53,0.003s,PASSED
Finally,Chrome 128.0.0.0,,,19-09-2024 09:49:53,19-09-2024 09:49:55,2.149s,PASSED
