Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallets,,,,11-02-2025 15:17:54,11-02-2025 15:18:35,40.840s,ERROR
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC3_Wallet_Update,,,,11-02-2025 15:17:54,11-02-2025 15:18:08,13.206s,PASSED
try,,,,11-02-2025 15:18:00,11-02-2025 15:18:03,3.477s,FAILED
catch (Exception e),,,,11-02-2025 15:18:03,11-02-2025 15:18:04,0.127s,PASSED
Finally,,,,11-02-2025 15:18:04,11-02-2025 15:18:06,2.042s,PASSED
Video,,,,11-02-2025 15:18:08,11-02-2025 15:18:08,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/Wallet_Get,,,,11-02-2025 15:18:08,11-02-2025 15:18:22,13.793s,PASSED
try,,,,11-02-2025 15:18:08,11-02-2025 15:18:17,9.571s,FAILED
catch (Exception e),,,,11-02-2025 15:18:17,11-02-2025 15:18:17,0.012s,PASSED
Finally,,,,11-02-2025 15:18:17,11-02-2025 15:18:19,2.013s,PASSED
Video,,,,11-02-2025 15:18:22,11-02-2025 15:18:22,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC2__Replace,,,,11-02-2025 15:18:22,11-02-2025 15:18:27,5.592s,PASSED
try,,,,11-02-2025 15:18:22,11-02-2025 15:18:23,1.302s,FAILED
catch (Exception e),,,,11-02-2025 15:18:23,11-02-2025 15:18:23,0.010s,PASSED
Finally,,,,11-02-2025 15:18:23,11-02-2025 15:18:25,2.014s,PASSED
Video,,,,11-02-2025 15:18:27,11-02-2025 15:18:27,0.001s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC1_Wallet_Add,,,,11-02-2025 15:18:27,11-02-2025 15:18:29,2.369s,ERROR
Video,,,,11-02-2025 15:18:29,11-02-2025 15:18:29,0.000s,PASSED
,,,,,,,
Test Cases/Web_Utilities_TestCases/Wallets/TC4_Wallet_Delete,,,,11-02-2025 15:18:29,11-02-2025 15:18:35,5.710s,PASSED
try,,,,11-02-2025 15:18:30,11-02-2025 15:18:31,1.365s,FAILED
catch (Exception e),,,,11-02-2025 15:18:31,11-02-2025 15:18:31,0.010s,PASSED
Finally,,,,11-02-2025 15:18:31,11-02-2025 15:18:33,2.015s,PASSED
Video,,,,11-02-2025 15:18:35,11-02-2025 15:18:35,0.001s,PASSED
